Date,long_ret,short_ret,cum_ret,equity,drawdown,long_pnl,short_pnl
2025-11-14,-0.018626269044345833,0.008151007382593754,-0.01047526166175208,0.8834416708277533,-0.05083740902447187,1.1493434798888005,0.7567756044449884
2025-11-17,0.013252254387635522,-0.003440078794711846,0.009812175592923677,0.8921101556280211,-0.041524059015585535,1.164574872063057,0.7541722367357819
2025-11-18,-0.034435769631331485,0.014735005925149574,-0.01970076370618191,0.8745349042521083,-0.06040676704697989,1.1244718400502565,0.7652849691126671
2025-11-19,0.00607237112146698,-0.001957111680180597,0.004115259441286383,0.8781338422735663,-0.05654009712410113,1.1313000503786805,0.76378722096095
2025-11-20,0.020362765089735935,-0.010492624036458632,0.009870141053277303,0.8868011471604628,-0.0472280148046047,1.1543364475505482,0.7557730888075551
2025-11-21,-0.036100363737652894,0.015372533631984266,-0.02072783010566863,0.8684196836446086,-0.06697691064317546,1.1126644819183433,0.767391236033398
2025-11-24,0.0030904953889776764,-0.01319058764730177,-0.010100092258324093,0.8596485647208535,-0.07640052992482593,1.1161031663691912,0.7572688946747282
2025-11-25,0.024616233057376917,-0.004638585027892901,0.019977648029484017,0.8768223211758978,-0.057949184791446284,1.1435774220286115,0.753756238517801
2025-11-26,0.013536378817735348,-0.008766098364592351,0.004770280453142997,0.8810050095554827,-0.05345533820178938,1.1590573192206,0.7471487371880289
2025-11-27,0.005921643344883355,-0.0028170568386344445,0.0031045865062489107,0.8837401658200863,-0.044123052378471694,1.165920843281301,0.7450439767284562
2025-11-28,0.019989543045439182,-0.00950943243655865,0.010480110608880532,0.8930018605073913,-0.03410535623891897,1.1892270681656474,0.737959031369492
2025-12-01,-0.007838912282911496,0.0036765816418347923,-0.004162330641076704,0.8892848915008629,-0.03812572911069756,1.179904821493833,0.7406721979966512
2025-12-02,-0.00514688110830899,-0.0002186245026059599,-0.00536550561091495,0.884513428425813,-0.04328667090814886,1.1738319916584838,0.7405102689057701
2025-12-03,0.002208049640297414,-0.002960915933215393,-0.000752866292917979,0.883847508079918,-0.04400694812560746,1.1764238709654349,0.7383176802518574
2025-12-04,-0.009705908275923278,0.003523171417636398,-0.00618273685828688,0.8783829115146072,-0.049917601603697404,1.1650056087802376,0.7409189000000564
2025-12-05,0.004918230570796149,0.00043453574438660883,0.005352766315182758,0.8830846899751947,-0.044832032544913636,1.1707353749804896,0.7412408557457981
2025-12-08,-0.005327469298330879,-0.00021492806116424373,-0.005542397359495122,0.8781902837212656,-0.050125952965611065,1.1644983182138113,0.7410815422858169
2025-12-09,-0.010198491778218006,0.003959069944295388,-0.006239421833922618,0.8727108840906765,-0.05605261783415383,1.1526221916897592,0.7440155359461527
2025-12-10,0.011378838979096842,0.0026585453970531157,0.014037384376149958,0.8849614622199069,-0.04280206559983146,1.1657376940127306,0.7459935350245783
2025-12-11,-0.009985934609982273,-0.0007960479969784608,-0.010781982606960734,0.8754198231264213,-0.05312255707995284,1.1540967136279279,0.7453996883652632
2025-12-12,0.02244545860673125,-0.005236817568450787,0.017208641038280462,0.8904846086203989,-0.03682808305749674,1.1800009436418282,0.7414961661817142
2025-12-15,-0.0075728418965011314,0.001554008231131362,-0.006018833665369769,0.8851249298795408,-0.04262525461672906,1.1710649830579065,0.742648457327313
2025-12-16,-0.00952477949513761,0.005034560444067028,-0.004490219051070582,0.8811505250568182,-0.040252285010785704,1.1599108473198028,0.7463873658744206
2025-12-17,0.014624478869707374,-0.0027529931667569407,0.011871485702950433,0.8916110909171776,-0.025862564598958637,1.1768739389971756,0.7443325665564146
2025-12-18,-0.01029946730086131,0.0005293495673860671,-0.009770117733475242,0.8828999455864445,-0.02844739848924971,1.1647527643452384,0.7447265786785127
2025-12-19,0.027655948748140997,-0.008177514558036647,0.01947843419010435,0.9000974540729968,-0.00011829799832530075,1.1969651071002259,0.7386365662396124
2025-12-22,0.021915904647853493,-0.008156454952478116,0.013759449695375377,0.9124822997132497,0.0,1.2231976802542421,0.7326119103608258
2025-12-23,0.004736796293460997,-0.007121825948937007,-0.0023850296554760097,0.9103060023683366,-0.0023850296554760453,1.2289917184922405,0.7273943758471179
2025-12-24,0.005607342197216485,-0.00022899655643422826,0.005378345640782257,0.9152019426879523,0.0,1.2358830956153717,0.7272278050398792
2025-12-29,0.005335628832074035,0.0004923579591948153,0.00582798679126885,0.9205357275212813,0.0,1.24247730909341,0.7275858614378383
2025-12-30,-0.004554033518965562,-0.0025328667201347118,-0.0070869002391002744,0.9140119826538103,-0.007086900239100302,1.2368190257812446,0.7257429834233619
2025-12-31,0.004809007953666384,-0.0011736943619751227,0.0036353135916912614,0.9173347028373204,-0.003477349752171177,1.2427668983134725,0.7248911829754748
2026-01-02,0.005958692172860556,-0.008326897601844947,-0.0023682054289843905,0.9151622658138653,-0.005837320102594079,1.250172163703143,0.7188550883223578
2026-01-05,0.005303774744318469,0.0026154652714324485,0.007919240015750917,0.9224096554502037,0.0,1.2568027952510419,0.7207352288410575
2026-01-06,0.002861027491125459,0.0007513481429409549,0.0036123756340664137,0.9257417456141797,0.0,1.2603985425991784,0.7212767519167992
2026-01-07,0.007342542236216481,-0.007580327017409525,-0.00023778478119304385,0.9255216183157575,-0.00023778478119307334,1.2696530721326786,0.7158092382672149
2026-01-08,0.003810506314189542,-0.005667017281878807,-0.0018565109676892647,0.9238033772805209,-0.002093854298828024,1.2744910931808704,0.7117527349434261
2026-01-09,0.003399591708332245,-0.00017750905434330992,0.003222082653988935,0.9267799481181529,0.0,1.2788238425335914,0.71162639238852
2026-01-12,0.00854883842291007,-0.010264065158918648,-0.001715226736008579,0.925190310372744,-0.001715226736008546,1.289756300934776,0.704322212728238
2026-01-13,0.002194347780732918,0.0022401491971590763,0.004434496977891994,0.9292930640080669,0.0,1.2925864748114184,0.7058999995676225
